name,country_code,genres,spotify_followers,spotify_monthly_listeners,facebook_likes,facebook_talks,twitter_followers,twitter_retweets,youtube_channel_views,youtube_daily_video_views,youtube_monthly_video_views,TikTok_followers,TikTok_Genz_followers,TikTok_Genz_followers_percentage,TikTok_avg_engagements_per_post,TikTok_number_of_top_tracks,TikTok_total_creations_for_top_n_tracks,TikTok_avg_creations_for_top_n_tracks,TikTok_total_views_for_top_n_tracks,TikTok_avg_views_for_top_n_tracks,Instagram_followers,Instagram_Genz_followers,Instagram_Genz_followers_percentage,Instagram_avg_engagements_per_post,artist_id,Youtube_subscribers,Youtube_Genz_subscribers,Youtube_Genz_subscribers_percentage,Youtube_avg_engagements_per_post
Indila,FR,"french pop, rock, pop, hip-hop/rap",1314748,6617158,3956444,329,83912,,2411010729,1986591,58988999,,,,,10,2206300,220630,6815823650,681582365,289250,159000.72,54.97,132699,21326,6170000,3950034,64.02,961686
Macklemore & Ryan Lewis,US,"pop rap, hip-hop/rap, hip-hop, rap, seattle hip hop",2630794,22203734,5947462,20518,2144050,,5541293279,1545589,40394596,,,,,10,742600,74260,2102900381,210290038,4770226,2256793.92,47.31,4734,4828,9450000,6632955,70.19,1422
TOTO,US,"rock, album rock, classic rock, hard rock, mellow gold, soft rock, yacht rock, pop, pop/rock, insights_high_priority_artists",2643973,19437362,1479472,1880,73372,,,1241539,32094428,,,,,10,495547,49555,3360828131,336082813,46779,8340.7,17.83,1967,459,846000,359380.8,42.48,0
Dire Straits,GB,"rock, album rock, classic rock, mellow gold, pop, pop/rock, insights_high_priority_artists, soundtracks",6745282,17443715,3360233,3802,,,1277254978,1765060,40440444,,,,,10,47392,4739,270086909,27008691,162476,43023.64,26.48,7097,86,804000,251812.8,31.32,182814
Jonas Blue,GB,"pop, tropical house, pop dance, uk dance, dance, electronic, insights_high_priority_artists",3801581,22761287,553650,584,119442,,3757490013,1123478,34381789,609500,419884.55,68.89,865,10,463300,46330,239485468,23948547,562331,319235.31,56.77,3418,5463,4760000,3405780,71.55,494
blink-182,US,"rock, alternative metal, pop punk, punk, modern rock, pop, alternative, socal pop punk, insights_high_priority_artists",7639661,18036850,9994016,2656,1649142,,2623680048,998186,28965672,549300,310793.94,56.58,34504,10,326077,32608,439757693,43975769,2813225,1135980.26,40.38,97853,202330,2860000,1754896,61.36,3510
YG,US,"rap, hip hop, pop rap, southern hip hop, trap, cali rap, hip-hop/rap, insights_high_priority_artists",3111985,12147574,4211769,34202,3304366,,2470590997,1983461,28199347,714200,435304.9,60.95,35127,10,6281709,628171,1601500166,160150017,9206766,3765567.29,40.9,256586,4252,4720000,3169008,67.14,17094
Marc Anthony,US,"latin pop, salsa, tropical, latin, modern salsa, pop, reggaeton, dance, house, worldwide, latino, techno, latin dance, insights_high_priority_artists, sony_high_priority_artists",8990645,12067073,18742007,12457,11207817,,6502728092,3868514,87483188,1900000,571900,30.1,13035,10,952000,95200,489918670,48991867,12888171,3598377.34,27.92,98598,367,6880000,3252864,47.28,70
NCT 127,KR,"k-pop, k-pop boy group, pop, hip-hop/rap",6809945,3396527,3164770,9162,9340692,,945467650,600098,19061318,11200000,9163840,81.82,538796,10,204075,20408,615889088,61588909,15841980,10690168.1,67.48,884282,206547,5270000,4299793,81.59,52994
Swedish House Mafia,SE,"edm, progressive electro house, pop dance, dance, electronic, house, pop, insights_high_priority_artists",3727525,23186140,8059301,269,1968839,,1738918220,1031064,24709210,111500,63744.55,57.17,3906,10,142853,14285,791226400,79122640,1087150,441382.9,40.6,50870,3643,2590000,1650348,63.72,4501
Bryson Tiller,US,"r&b, rap, kentucky hip hop, hip-hop/rap, r&b/soul, holiday, insights_high_priority_artists",7093675,16837619,1350939,662,2652927,0,2295977702,916445,28367193,429900,332183.73,77.27,326807,10,941400,94140,918837406,91883741,9683219,4360353.52,45.03,231629,5315,3170000,2215513,69.89,31878
Kungs,FR,"edm, pop dance, dance, electronic, pop, insights_high_priority_artists",911872,15763651,352447,603,59935,,972556825,709216,20273430,126200,90775.66,71.93,12480,10,102844,10284,395758627,39575863,364100,183906.91,50.51,8806,5728,964000,596426.8,61.87,1343
Mora,PR,"trap latino, hip-hop/rap, latin, latino, electronic, hard rock, latin hip-hop/rap, urbano latino",2050944,20310487,,,691872,,1862008454,2745566,82465372,239000,191486.8,80.12,104665,10,2316770,231677,1944449620,194444962,2309962,1336775.01,57.87,484407,815149,2069999,1630745.21,78.78,56323
Tones And I,AU,"australian pop, pop, alternative, dance, electronic",3012208,14920291,532893,478,27008,,2818257963,1255155,36805897,939400,520427.6,55.4,1389,10,11142300,1114230,5080907063,508090706,644759,325345.39,50.46,4648,1410939,5330000,3073811,57.67,1386
KAI,KR,"r&b, k-pop, pop, hip-hop/rap",1125503,5396407,12226627,162652,13891779,1518412,5406622,554587,18562183,4600000,3670340,79.79,835311,10,187134,18713,858949813,85894981,14763595,9652438.41,65.38,1308553,4103308,650000,522600,80.4,59047
Otis Redding,US,"soul, soul blues, vocal jazz, memphis soul, southern soul, classic soul, rock, r&b/soul, insights_high_priority_artists",2104132,9935843,1707800,17601,20010,,152483114,204323,5615037,,,,,10,65975,6598,95193357,9519336,105195,15074.44,14.33,2027,376,180000,47376,26.32,1437
Wisin,PR,"reggaeton, tropical, latin hip hop, hip-hop/rap, latin, latino, rap, latin urban, latin pop, latin hip-hop/rap, insights_high_priority_artists, urbano latino",8953396,14546800,12659106,147174,1618130,,6462189305,3438127,86782821,1800000,1109520,61.64,43650,10,4043800,404380,4296088548,429608855,13588440,5624255.32,41.39,34027,206685,7570000,5006041,66.13,49955
Steve Aoki,US,"edm, electro house, pop dance, dance, electronic, latin, latin pop, latin hip-hop/rap, insights_high_priority_artists",3760983,18266931,8586632,32689,8073569,,712416439,942906,28975852,2900000,1931690,66.61,39655,10,1351400,135140,1922619445,192261944,11129050,4972459.54,44.68,25742,3085,3150000,2136330,67.82,475
Charli XCX,GB,"pop, metropopolis, candy pop, art pop, uk pop, dance, electronic, rock, insights_high_priority_artists",2874758,14601681,7080906,3471,3635929,,1234540891,284224,7902818,1900000,1369140,72.06,112869,10,10895400,1089540,3963889955,396388996,4490554,2421755.77,53.93,198209,3624,2860000,2146716,75.06,1678
FMK,US,"argentine hip hop, trap argentino, trap triste, pop, hip-hop/rap, latin, latin hip-hop/rap",1226821,15791667,1338,0,514399,,740718198,,,1100000,875490,79.59,94358,10,1917400,191740,2561533802,256153380,1599792,1205123.31,75.33,228798,1015441,1660000,1347090,81.15,13342
Banda MS de Sergio Lizárraga,MX,"banda, norteno, latin, latino, regional mexican, salsa, latin hip-hop/rap, musica mexicana, soundtracks",17370936,15337010,17675752,87182,1345859,,3352297407,4203695,130027507,3300000,1904760,57.72,253638,10,1476600,147660,1403398524,140339852,3756289,1406730.23,37.45,50430,143281,3910000,2475812,63.32,3663
PNL,FR,"french hip hop, pop urbaine, hip-hop/rap, rap, french pop",7180882,4627816,1807590,543,1509930,,2400802135,,,,,,,10,355166,35517,809305674,80930567,2755144,1520288.46,55.18,361111,5151,6020000,4177278,69.39,906054
Lynyrd Skynyrd,US,"rock, album rock, classic rock, hard rock, southern rock",4702437,16057380,5254746,9371,166005,,1197611274,1148980,28948127,,,,,10,177770,17777,902108951,90210895,262602,56485.69,21.51,8695,215,1090000,343786,31.54,1533
Justin Quiles,US,"reggaeton, latin hip hop, latin, latino, latin urban, latin pop, latin hip-hop/rap, insights_high_priority_artists, urbano latino",4040946,20097822,4988901,2656,627028,,4057913516,3324383,86532953,2600000,1942460,74.71,9779,10,7972200,797220,8193941119,819394112,8569497,4647238.22,54.23,101993,73910,4640000,3603424,77.66,33166
NewJeans,KR,"k-pop, k-pop girl group, pop, dance",3694836,17472785,69089,39584,1379547,,1241932434,3730991,105118189,7200000,5932800,82.4,654897,10,1574321,157432,5146385019,514638502,7994454,3372860.14,42.19,1187612,9527296,3790000,2915268,76.92,84507
JENNIE,KR,"k-hop, k-pop, pop, hip-hop/rap",3536610,4938370,,,35019,0,137590128,,,,,,,10,1367629,136763,890364251,89036425,79868982,50117786.2,62.75,6464157,1356103,9680000,7800144,80.58,442228
Latto,US,"deep pop r&b, trap queen, hip-hop/rap, pop, r&b/soul, insights_high_priority_artists, sony_high_priority_artists",1079461,12432028,755297,5355,3038380,,709152127,,,6700000,4642430,69.29,279987,10,1321900,132190,2499634793,249963479,10532804,5310639.78,50.42,586413,241165,1720000,1177168,68.44,18487
Tears For Fears,GB,"rock, synthpop, permanent wave, new wave, new wave pop, new romantic, sophisti-pop, pop, pop/rock, alternative",2882387,18713843,2056890,19095,130925,,1272942348,2370858,48849830,664700,177142.55,26.65,47177,10,408544,40854,1616194657,161619466,429092,72688.18,16.94,37710,438,1340000,425986,31.79,3245
R.E.M.,US,"rock, permanent wave, alternative rock, athens indie, alternative, adult alternative, pop, insights_high_priority_artists",4059160,17519764,4222525,8419,156798,,2134705928,1310339,30416393,,,,,10,101064,10106,249237907,24923791,493420,107318.85,21.75,4254,703,1430000,519662,36.34,581
Ayra Starr,NG,"afrobeats, pop, worldwide, african, r&b/soul, african pop, african dance",1490715,12353150,497043,39478,1055497,7327,331532950,1721595,45884975,4500000,3059100,67.98,59892,10,7177300,717730,2119510716,211951072,3559478,1164661.2,32.72,252370,4200054,1230000,657804,53.48,45798
Tate McRae,CA,"pop, alt z, dance, singer/songwriter, sony_high_priority_artists",3542902,24370036,242422,1935,121745,,1033078694,984597,28605395,4469441,3669858.01,82.11,133532,10,1402100,140210,1354923902,135492390,2176192,1464577.22,67.3,159848,550577,4139999,3402665.18,82.19,22897
Baby Keem,US,"rap, hip hop, hip-hop/rap, hip-hop",1550362,18739000,114591,213,258041,,409867188,,,,,,,10,340710,34071,1539547277,153954728,1431551,720929.08,50.36,412397,1154357,793000,511167.8,64.46,52178
Vicente Fernández,MX,"mariachi, ranchera, latin, latino, regional mexican, latin pop, sony_high_priority_artists",9089846,10036827,14385457,69763,1060809,,7858742626,8744019,182541125,811000,447428.7,55.17,30821,10,1434900,143490,937456779,93745678,2718623,579338.56,21.31,29931,208714,6800000,3384360,49.77,12814
Kylie Minogue,AU,"dance pop, australian dance, new wave pop, australian pop, eurodance, dance, pop, electronic, insights_high_priority_artists",1715761,13700016,3207468,32831,2180304,2857,1224891766,1037731,27681798,286000,85228,29.8,26978,10,305505,30550,429734303,42973430,2593689,514847.27,19.85,50213,835,1130000,454938,40.26,11356
Steve Lacy,US,"indietronica, wonky, afrofuturism, pop, alternative, r&b/soul, jazz",3352247,27516256,12610,11,3318,,366335536,863780,23527032,1600000,1171200,73.2,873023,10,1575400,157540,3714790063,371479006,3381676,1630644.17,48.22,503555,490494,1000000,688900,68.89,18923
Timbaland,US,"pop, dance pop, pop rap, hip-hop/rap, r&b/soul, insights_high_priority_artists",2533555,16970869,6122386,1018,1588749,,2253771470,1375245,40387502,917700,286047.09,31.17,19111,10,2498800,249880,5089974712,508997471,4047619,926095.23,22.88,3377,2058,2110000,1165564,55.24,241
Jhené Aiko,US,"r&b, hip-hop/rap, r&b/soul, pop, insights_high_priority_artists",6548367,11168296,3679696,723,2781415,,2222726112,1315303,33720423,2900000,2007380,69.22,448061,10,1290200,129020,1015810053,101581005,17026737,6476970.75,38.04,130129,99401,3330000,2178486,65.42,2605
Tulsi Kumar,IN,"filmi, desi pop, modern bollywood, soundtrack, indian, bollywood, indian pop, soundtracks",7256432,14697577,6070765,4357,249549,,240357194,4213441,184965774,,,,,10,15093400,1509340,994989384,99498938,7990866,3257076.98,40.76,18860,35325,1100000,764500,69.5,560
Machine Gun Kelly,US,"pop rap, swedish hard rock, ohio hip hop, rock, hip-hop/rap, alternative, metal, rap, pop, insights_high_priority_artists",5087478,14283070,6696326,6974,1565517,,5183370386,1618554,50899137,3800000,2676340,70.43,224660,10,1112500,111250,2605469342,260546934,9223215,4575636.96,49.61,371451,3991,8770000,6052177,69.01,29673
Cartel De Santa,MX,"latin hip hop, mexican hip hop, hip-hop/rap, latino, latin urban, latin, latin hip-hop/rap, nueva musica mexicana",14598353,11132022,4259754,37167,435781,,7425881775,5015080,130735310,,,,,10,1764600,176460,3070744839,307074484,2323611,1182020.92,50.87,33712,1997,12400000,8655200,69.8,253376
MC Cabelinho,BR,"funk carioca, trap funk, trap brasileiro, hip-hop/rap, brazilian, hip-hop, funk consciente, r&b/soul, funk",4051637,9806899,1988839,3572,2355039,,1542942990,,,4800000,3740640,77.93,688698,10,739370,73937,689449056,68944906,11712879,6383519.06,54.5,2063022,420362,3020000,2283120,75.6,182215
Zé Neto & Cristiano,BR,"sertanejo, sertanejo universitario, brazilian, arrocha, pop, rock, agronejo",18348352,11110682,8830174,10521,3035689,,11403818614,5912974,135584738,2600000,1340300,51.55,36651,10,912900,91290,587723438,58772344,13897495,4256802.72,30.63,36492,207123,15000000,9015000,60.1,8748
System Of A Down,US,"rock, alternative metal, nu metal, rap metal, metal, hard rock, insights_high_priority_artists, sony_high_priority_artists",9311494,17972373,19144205,3376,1506603,,4926754464,2256270,65707187,311900,184987.89,59.31,228317,10,385961,38596,783628036,78362804,3323090,1239180.26,37.29,137626,670,6660000,3874122,58.17,34221
Wisin & Yandel,PR,"reggaeton, electro latino, trap latino, latin, latino, latin urban, reggae, latin hip-hop/rap, insights_high_priority_artists, urbano latino",6450049,21584816,24553290,62188,5018518,,5445325263,,,879400,510403.76,58.04,157002,10,1946600,194660,3017735317,301773532,2373947,898301.54,37.84,65884,1982,2999092,1987198.36,66.26,26997
LIT killah,AR,"trap latino, argentine hip hop, trap argentino, trap triste, hip-hop/rap, latin, latino, hip-hop, latin urban, trap, latin pop, latin hip-hop/rap, urbano latino",4731437,15281627,,,1845022,1057,1617578357,,,3100000,2560600,82.6,202866,10,2509800,250980,2204240993,220424099,8532096,6266824.51,73.45,566837,857406,5860000,4583106,78.21,169781
Matt Rife,,comedy,4094,25213,1286408,264883,207271,,60859647,,,15200000,8781040,57.77,2634666,1,27,27,1325144,1325144,4766984,2568927.68,53.89,654913,4537136,1150000,624680,54.32,43286
Amitabh Bhattacharya,IN,"modern bollywood, soundtrack, indian, bollywood, soundtracks",103811,26796536,122912,2637,6834,,,,,,,,,10,152276,15228,122078686,12207869,56592,21216.34,37.49,3040,,,,,
Atif Aslam,PK,"filmi, sufi, qawwali, pakistani pop, desi pop, modern bollywood, soundtrack, indian, bollywood, indian pop, classic pakistani pop, soundtracks",15722367,17310947,23269629,34601,1435842,,547280356,6473661,175814691,,,,,10,1377000,137700,645427333,64542733,7263875,2668021.29,36.73,227939,182016,3000000,1917300,63.91,5373
Busta Rhymes,US,"rap, hip hop, pop rap, east coast hip hop, hardcore hip hop, hip-hop/rap, hip-hop, insights_high_priority_artists",2445227,11642973,6791334,34733,3863375,,938444358,2021316,34306383,546200,180300.62,33.01,44474,10,1718500,171850,3718536283,371853628,4430557,964975.31,21.78,20110,165,920000,466164,50.67,48442
Badshah,IN,"filmi, desi hip hop, desi pop, desi trap, modern bollywood, indian, bollywood, indian pop, indian hip-hop/rap, soundtracks",24503983,15487173,9707446,38487,2823633,,1942636815,4517650,138424644,3900000,2817750,72.25,101123,10,9316300,931630,1941278750,194127875,12395487,5242051.45,42.29,185353,66843,6820000,4576220,67.1,83935
Kehlani,US,"r&b, pop, hip-hop/rap, r&b/soul, electronic, insights_high_priority_artists, sony_high_priority_artists",6966926,13938224,5087959,1134,,,1862986092,989982,27762203,4900000,3603460,73.54,543270,10,953700,95370,816704755,81670476,14790707,7043334.67,47.62,1038630,4817,3730000,2725884,73.08,30348
Victor Thompson,,"christian, r&b/soul, jazz",47071,4897868,82845,8825,1176,,70603299,,,982900,492236.32,50.08,12988,10,2247646,224765,1294277607,129427761,375350,71654.32,19.09,73107,7726321,464000,177155.2,38.18,3002
Justine Skye,US,"pop, pop r&b, r&b/soul, hip-hop/rap, insights_high_priority_artists",768348,11428720,2128376,3601,642762,,411786091,,,686300,503126.53,73.31,12549,10,9760289,976029,6414085075,641408508,4254806,1635547.43,38.44,487,,,,,
Backstreet Boys,US,"pop, dance pop, boy band, dance, adult contemporary, insights_high_priority_artists",5227611,17276823,11941420,38640,1052148,,4937603705,2505047,69428021,1400000,630140,45.01,7908,10,1001432,100143,1019184508,101918451,3688566,953863.17,25.86,49800,160,6770000,3485196,51.48,2569
Luke Bryan,US,"country, contemporary country, country road, insights_high_priority_artists, sony_high_priority_artists",8310160,11375376,9883812,169901,,,2890334662,985946,25537377,4100000,1994650,48.65,28478,10,571500,57150,733958900,73395890,6563915,2305903.34,35.13,36470,3118,3110000,1657319,53.29,1393
Alesso,SE,"pop, edm, dance pop, progressive electro house, pop dance, dance, electronic, house, insights_high_priority_artists",3941029,19792424,3749192,1227,2054879,,1147456560,425177,12860859,724500,447016.5,61.7,18133,10,187596,18760,493075067,49307507,3507770,1546926.57,44.1,28244,3894,2520000,1717128,68.14,6012
JIN,KR,"k-pop, pop, hip-hop/rap, soundtrack, soundtracks",6252928,3140849,,,48482304,0,,213619,6260088,,,,,9,354543,39394,376328104,41814234,45778139,28657115.01,62.6,9911565,,,,,
Bhuvan Bam,IN,"hindi indie, indian, indian pop, indie pop, indian dance",177008,378463,,,3952164,,4739015282,,,3100000,2449000,79,430,5,79,16,1448708,289742,17112682,7820495.67,45.7,1372776,1427556,26300000,18218010,69.27,1778475
Paramore,US,"rock, pop, pop punk, candy pop, pop emo, pixie, modern rock, alternative, adult alternative, punk, sony_high_priority_artists",7844161,20085634,23688757,103857,5368494,,3472684686,1271978,32788554,472100,303135.41,64.21,28784,10,804800,80480,1344462741,134446274,3212887,1587166.18,49.4,193364,2344,3120000,2307240,73.95,4111
Russ,US,"uk drill, hawaiian hip hop, rock, dance, hip-hop/rap, electronic, r&b/soul, children's music, hip-hop, rap criolo, pop, sony_high_priority_artists",4852670,14677067,1746383,11008,2158140,,3104839564,1209249,38277406,3758770,2605955.24,69.33,40089,10,5235700,523570,2607260243,260726024,4191719,2150771.02,51.31,173789,130214,5850000,4289805,73.33,8514
Keemokazi,US,"social media pop, hip-hop/rap, r&b/soul, pop, rock",68926,97441,,,88779,,5495103568,,,34400000,24554720,71.38,487136,10,9193,919,109096331,10909633,3440893,1846383.18,53.66,577994,3310435,5960000,3497328,58.68,264462
